INFO:Train: Start training Gaussian_PnP_ADMM_2iters_MultiEllipse on /home/michaelbertagna/git/Galaxy-Deconv/simulated_datasets/LSST_23.5_deconv data for 10 epochs.
INFO:Dataset: Successfully constructed train dataset. Total Samples: 40000.
/home/michaelbertagna/git/Galaxy-Deconv/Galaxy-Deconv.env/lib/python3.11/site-packages/torch/functional.py:534: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3595.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
INFO:Train: [8: 800/1125]  train_loss=0.6922  val_loss=0.6777
INFO:Train: [8: 825/1125]  train_loss=0.6727  val_loss=0.6777
INFO:Train: [8: 850/1125]  train_loss=0.6994  val_loss=0.6776
INFO:Train: [8: 875/1125]  train_loss=0.6825  val_loss=0.6776
INFO:Train: [8: 900/1125]  train_loss=0.6602  val_loss=0.6776
INFO:Train: [8: 925/1125]  train_loss=0.6785  val_loss=0.6776
INFO:Train: [8: 950/1125]  train_loss=0.6479  val_loss=0.6776
INFO:Train: [8: 975/1125]  train_loss=0.7297  val_loss=0.6776
INFO:Train: [8: 1000/1125]  train_loss=0.6644  val_loss=0.6776
INFO:Train: [8: 1025/1125]  train_loss=0.6628  val_loss=0.6776
INFO:Train: [8: 1050/1125]  train_loss=0.7197  val_loss=0.6777
INFO:Train: [8: 1075/1125]  train_loss=0.7038  val_loss=0.6778
INFO:Train: [8: 1100/1125]  train_loss=0.6847  val_loss=0.6776
INFO:Train: [8: 1125/1125]  train_loss=0.6986  val_loss=0.6777
INFO:Train: [8: 1125/1125]  train_loss=0.6773  val_loss=0.6777
INFO:Train: [9: 25/1125]  train_loss=0.6518  val_loss=0.6777
INFO:Train: [9: 50/1125]  train_loss=0.6338  val_loss=0.6777
INFO:Train: [9: 75/1125]  train_loss=0.6269  val_loss=0.6776
INFO:Train: [9: 100/1125]  train_loss=0.6895  val_loss=0.6776
INFO:Train: [9: 125/1125]  train_loss=0.6605  val_loss=0.6776
INFO:Train: [9: 150/1125]  train_loss=0.6891  val_loss=0.6776
INFO:Train: [9: 175/1125]  train_loss=0.6811  val_loss=0.6778
INFO:Train: [9: 200/1125]  train_loss=0.6627  val_loss=0.6776
INFO:Train: [9: 225/1125]  train_loss=0.689  val_loss=0.6776
INFO:Train: [9: 250/1125]  train_loss=0.6765  val_loss=0.6777
INFO:Train: [9: 275/1125]  train_loss=0.6959  val_loss=0.6777
INFO:Train: [9: 300/1125]  train_loss=0.6865  val_loss=0.6778
INFO:Train: [9: 325/1125]  train_loss=0.6831  val_loss=0.6777
INFO:Train: [9: 350/1125]  train_loss=0.678  val_loss=0.6777
INFO:Train: [9: 375/1125]  train_loss=0.6443  val_loss=0.6777
INFO:Train: [9: 400/1125]  train_loss=0.6971  val_loss=0.6777
INFO:Train: [9: 425/1125]  train_loss=0.6834  val_loss=0.6777
INFO:Train: [9: 450/1125]  train_loss=0.6583  val_loss=0.6778
INFO:Train: [9: 475/1125]  train_loss=0.6503  val_loss=0.6778
INFO:Train: [9: 500/1125]  train_loss=0.6474  val_loss=0.6777
INFO:Train: [9: 525/1125]  train_loss=0.662  val_loss=0.6778
INFO:Train: [9: 550/1125]  train_loss=0.7033  val_loss=0.6777
INFO:Train: [9: 575/1125]  train_loss=0.7178  val_loss=0.6776
INFO:Train: [9: 600/1125]  train_loss=0.6708  val_loss=0.678
INFO:Train: [9: 625/1125]  train_loss=0.6546  val_loss=0.6789
INFO:Train: [9: 650/1125]  train_loss=0.6733  val_loss=0.6776
INFO:Train: [9: 675/1125]  train_loss=0.6494  val_loss=0.6777
INFO:Train: [9: 700/1125]  train_loss=0.6518  val_loss=0.6777
INFO:Train: [9: 725/1125]  train_loss=0.6323  val_loss=0.6776
INFO:Train: [9: 750/1125]  train_loss=0.6885  val_loss=0.6776
INFO:Train: [9: 775/1125]  train_loss=0.6768  val_loss=0.6776
INFO:Train: [9: 800/1125]  train_loss=0.6768  val_loss=0.6776
INFO:Train: [9: 825/1125]  train_loss=0.6684  val_loss=0.6776
INFO:Train: [9: 850/1125]  train_loss=0.6682  val_loss=0.6776
INFO:Train: [9: 875/1125]  train_loss=0.6841  val_loss=0.6776
INFO:Train: [9: 900/1125]  train_loss=0.6771  val_loss=0.6777
INFO:Train: [9: 925/1125]  train_loss=0.655  val_loss=0.6777
INFO:Train: [9: 950/1125]  train_loss=0.6658  val_loss=0.6777
INFO:Train: [9: 975/1125]  train_loss=0.6737  val_loss=0.6777
INFO:Train: [9: 1000/1125]  train_loss=0.717  val_loss=0.6777
INFO:Train: [9: 1025/1125]  train_loss=0.6807  val_loss=0.6777
INFO:Train: [9: 1050/1125]  train_loss=0.7065  val_loss=0.6777
INFO:Train: [9: 1075/1125]  train_loss=0.7313  val_loss=0.6777
INFO:Train: [9: 1100/1125]  train_loss=0.6731  val_loss=0.6777
INFO:Train: [9: 1125/1125]  train_loss=0.6699  val_loss=0.6777
INFO:Train: [9: 1125/1125]  train_loss=0.6774  val_loss=0.6777
INFO:Train: [10: 25/1125]  train_loss=0.6494  val_loss=0.6777
INFO:Train: [10: 50/1125]  train_loss=0.6789  val_loss=0.6777
INFO:Train: [10: 75/1125]  train_loss=0.667  val_loss=0.6777
INFO:Train: [10: 100/1125]  train_loss=0.6709  val_loss=0.6777
INFO:Train: [10: 125/1125]  train_loss=0.6947  val_loss=0.6777
INFO:Train: [10: 150/1125]  train_loss=0.6988  val_loss=0.6777
INFO:Train: [10: 175/1125]  train_loss=0.6447  val_loss=0.6777
INFO:Train: [10: 200/1125]  train_loss=0.662  val_loss=0.6777
INFO:Train: [10: 225/1125]  train_loss=0.6563  val_loss=0.6776
INFO:Train: [10: 250/1125]  train_loss=0.685  val_loss=0.6777
INFO:Train: [10: 275/1125]  train_loss=0.6939  val_loss=0.6777
INFO:Train: [10: 300/1125]  train_loss=0.6592  val_loss=0.6777
INFO:Train: [10: 325/1125]  train_loss=0.6848  val_loss=0.6777
INFO:Train: [10: 350/1125]  train_loss=0.6459  val_loss=0.6777
INFO:Train: [10: 375/1125]  train_loss=0.6961  val_loss=0.6777
INFO:Train: [10: 400/1125]  train_loss=0.678  val_loss=0.6777
INFO:Train: [10: 425/1125]  train_loss=0.6897  val_loss=0.6777
INFO:Train: [10: 450/1125]  train_loss=0.7022  val_loss=0.6777
INFO:Train: [10: 475/1125]  train_loss=0.6838  val_loss=0.6776
INFO:Train: [10: 500/1125]  train_loss=0.6539  val_loss=0.6777
INFO:Train: [10: 525/1125]  train_loss=0.673  val_loss=0.6777
INFO:Train: [10: 550/1125]  train_loss=0.6822  val_loss=0.6778
INFO:Train: [10: 575/1125]  train_loss=0.6839  val_loss=0.6777
INFO:Train: [10: 600/1125]  train_loss=0.7102  val_loss=0.6777
INFO:Train: [10: 625/1125]  train_loss=0.6445  val_loss=0.6777
INFO:Train: [10: 650/1125]  train_loss=0.708  val_loss=0.6777
INFO:Train: [10: 675/1125]  train_loss=0.7048  val_loss=0.6777
INFO:Train: [10: 700/1125]  train_loss=0.6364  val_loss=0.6777
INFO:Train: [10: 725/1125]  train_loss=0.6986  val_loss=0.6777
INFO:Train: [10: 750/1125]  train_loss=0.7021  val_loss=0.6777
INFO:Train: [10: 775/1125]  train_loss=0.6873  val_loss=0.6777
INFO:Train: [10: 800/1125]  train_loss=0.652  val_loss=0.6777
INFO:Train: [10: 825/1125]  train_loss=0.6792  val_loss=0.6777
INFO:Train: [10: 850/1125]  train_loss=0.6657  val_loss=0.6777
INFO:Train: [10: 875/1125]  train_loss=0.6961  val_loss=0.6777
INFO:Train: [10: 900/1125]  train_loss=0.6855  val_loss=0.6777
INFO:Train: [10: 925/1125]  train_loss=0.6398  val_loss=0.6778
INFO:Train: [10: 950/1125]  train_loss=0.6975  val_loss=0.6777
INFO:Train: [10: 975/1125]  train_loss=0.6834  val_loss=0.6778
INFO:Train: [10: 1000/1125]  train_loss=0.7097  val_loss=0.6778
INFO:Train: [10: 1025/1125]  train_loss=0.6954  val_loss=0.6778
INFO:Train: [10: 1050/1125]  train_loss=0.7028  val_loss=0.6777
INFO:Train: [10: 1075/1125]  train_loss=0.6872  val_loss=0.6777
INFO:Train: [10: 1100/1125]  train_loss=0.6726  val_loss=0.6777
INFO:Train: [10: 1125/1125]  train_loss=0.6902  val_loss=0.6777
INFO:Train: [10: 1125/1125]  train_loss=0.6773  val_loss=0.6777
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_10epochs.pth

real	567m9.841s
user	5611m19.434s
sys	6m21.555s
