INFO:Train: Start training Gaussian_PnP_ADMM_2iters_MultiEllipse on /home/michaelbertagna/git/Galaxy-Deconv/simulated_datasets/LSST_23.5_deconv data for 10 epochs.
INFO:Dataset: Successfully constructed train dataset. Total Samples: 40000.
/home/michaelbertagna/git/Galaxy-Deconv/Galaxy-Deconv.env/lib/python3.11/site-packages/torch/functional.py:534: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3595.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
INFO:Train: [9: 225/1125]  train_loss=1.757  val_loss=3.747
INFO:Train: [9: 250/1125]  train_loss=3.088  val_loss=3.327
INFO:Train: [9: 275/1125]  train_loss=8.276  val_loss=4.159
INFO:Train: [9: 300/1125]  train_loss=2.036  val_loss=7.667
INFO:Train: [9: 325/1125]  train_loss=2.205  val_loss=10.68
INFO:Train: [9: 350/1125]  train_loss=16.21  val_loss=2.668
INFO:Train: [9: 375/1125]  train_loss=1.789  val_loss=3.833
INFO:Train: [9: 400/1125]  train_loss=1.33  val_loss=10.78
INFO:Train: [9: 425/1125]  train_loss=2.479  val_loss=4.681
INFO:Train: [9: 450/1125]  train_loss=3.943  val_loss=3.352
INFO:Train: [9: 475/1125]  train_loss=2.188  val_loss=5.93
INFO:Train: [9: 500/1125]  train_loss=0.9641  val_loss=2.076
INFO:Train: [9: 525/1125]  train_loss=2.414  val_loss=3.577
INFO:Train: [9: 550/1125]  train_loss=2.3  val_loss=6.987
INFO:Train: [9: 575/1125]  train_loss=1.888  val_loss=4.602
INFO:Train: [9: 600/1125]  train_loss=1.792  val_loss=8.274
INFO:Train: [9: 625/1125]  train_loss=1.513  val_loss=4
INFO:Train: [9: 650/1125]  train_loss=4.188  val_loss=1.785
INFO:Train: [9: 675/1125]  train_loss=3.609  val_loss=13.15
INFO:Train: [9: 700/1125]  train_loss=2.657  val_loss=5.825
INFO:Train: [9: 725/1125]  train_loss=1.239  val_loss=3.406
INFO:Train: [9: 750/1125]  train_loss=1.768  val_loss=4.744
INFO:Train: [9: 775/1125]  train_loss=0.9011  val_loss=1.576
INFO:Train: [9: 800/1125]  train_loss=3.124  val_loss=3.549
INFO:Train: [9: 825/1125]  train_loss=5.669  val_loss=6.136
INFO:Train: [9: 850/1125]  train_loss=1.024  val_loss=5.701
INFO:Train: [9: 875/1125]  train_loss=2.299  val_loss=4.72
INFO:Train: [9: 900/1125]  train_loss=2.254  val_loss=3.97
INFO:Train: [9: 925/1125]  train_loss=1.954  val_loss=5.196
INFO:Train: [9: 950/1125]  train_loss=2.037  val_loss=2.721
INFO:Train: [9: 975/1125]  train_loss=1.961  val_loss=3.434
INFO:Train: [9: 1000/1125]  train_loss=1.874  val_loss=5.339
INFO:Train: [9: 1025/1125]  train_loss=1.919  val_loss=6.791
INFO:Train: [9: 1050/1125]  train_loss=1.783  val_loss=2.861
INFO:Train: [9: 1075/1125]  train_loss=2.003  val_loss=4.95
INFO:Train: [9: 1100/1125]  train_loss=1.604  val_loss=4.931
INFO:Train: [9: 1125/1125]  train_loss=1.031  val_loss=3.607
INFO:Train: [9: 1125/1125]  train_loss=1.592e+04  val_loss=3.607
INFO:Train: [10: 25/1125]  train_loss=2.027  val_loss=3.057
INFO:Train: [10: 50/1125]  train_loss=3.054  val_loss=7.227
INFO:Train: [10: 75/1125]  train_loss=2.241  val_loss=4.197
INFO:Train: [10: 100/1125]  train_loss=3.356  val_loss=4.969
INFO:Train: [10: 125/1125]  train_loss=2.67  val_loss=7.329
INFO:Train: [10: 150/1125]  train_loss=0.9018  val_loss=2.616
INFO:Train: [10: 175/1125]  train_loss=1.885  val_loss=7.498
INFO:Train: [10: 200/1125]  train_loss=1.532  val_loss=7.659
INFO:Train: [10: 225/1125]  train_loss=2.026  val_loss=17.22
INFO:Train: [10: 250/1125]  train_loss=1.182  val_loss=4.174
INFO:Train: [10: 275/1125]  train_loss=1.496  val_loss=6.451
INFO:Train: [10: 300/1125]  train_loss=1.412  val_loss=3.192
INFO:Train: [10: 325/1125]  train_loss=1.521  val_loss=2.274
INFO:Train: [10: 350/1125]  train_loss=1.514  val_loss=2.594
INFO:Train: [10: 375/1125]  train_loss=2.439  val_loss=8.662
INFO:Train: [10: 400/1125]  train_loss=1.373  val_loss=3.49
INFO:Train: [10: 425/1125]  train_loss=1.999  val_loss=5.323
INFO:Train: [10: 450/1125]  train_loss=1.459  val_loss=5.716
INFO:Train: [10: 475/1125]  train_loss=1.112  val_loss=3.823
INFO:Train: [10: 500/1125]  train_loss=1.804  val_loss=3.119
INFO:Train: [10: 525/1125]  train_loss=1.574  val_loss=3.289
INFO:Train: [10: 550/1125]  train_loss=1.866  val_loss=7.054
INFO:Train: [10: 575/1125]  train_loss=1.428  val_loss=3.553
INFO:Train: [10: 600/1125]  train_loss=1.52  val_loss=3.289
INFO:Train: [10: 625/1125]  train_loss=2.013  val_loss=1.955
INFO:Train: [10: 650/1125]  train_loss=1.666  val_loss=4.268
INFO:Train: [10: 675/1125]  train_loss=1.168  val_loss=3.563
INFO:Train: [10: 700/1125]  train_loss=1.134  val_loss=3.733
INFO:Train: [10: 725/1125]  train_loss=2.176  val_loss=3.099
INFO:Train: [10: 750/1125]  train_loss=1.436  val_loss=4.114
INFO:Train: [10: 775/1125]  train_loss=1.253  val_loss=2.376
INFO:Train: [10: 800/1125]  train_loss=1.312  val_loss=3.232
INFO:Train: [10: 825/1125]  train_loss=1.878  val_loss=5.038
INFO:Train: [10: 850/1125]  train_loss=1.849  val_loss=5.347
INFO:Train: [10: 875/1125]  train_loss=3.565  val_loss=3.771
INFO:Train: [10: 900/1125]  train_loss=1.36  val_loss=2.648
INFO:Train: [10: 925/1125]  train_loss=1.242  val_loss=3.61
INFO:Train: [10: 950/1125]  train_loss=1.924  val_loss=3.027
INFO:Train: [10: 975/1125]  train_loss=2.228  val_loss=7.528
INFO:Train: [10: 1000/1125]  train_loss=1.106  val_loss=3.288
INFO:Train: [10: 1025/1125]  train_loss=1.041  val_loss=3.279
INFO:Train: [10: 1050/1125]  train_loss=1.258  val_loss=1.396
INFO:Train: [10: 1075/1125]  train_loss=1.726  val_loss=5.13
INFO:Train: [10: 1100/1125]  train_loss=2.303  val_loss=1.832
INFO:Train: [10: 1125/1125]  train_loss=2.114  val_loss=1.634
INFO:Train: [10: 1125/1125]  train_loss=2.623e+04  val_loss=1.634
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_10epochs.pth

real	552m14.775s
user	5464m49.876s
sys	6m12.297s
