INFO:Train: Start training Gaussian_PnP_ADMM_2iters_BestEllipse on /home/michaelbertagna/git/Galaxy-Deconv/simulated_datasets/LSST_23.5_deconv data for 10 epochs.
INFO:Dataset: Successfully constructed train dataset. Total Samples: 40000.
/home/michaelbertagna/git/Galaxy-Deconv/Galaxy-Deconv.env/lib/python3.11/site-packages/torch/functional.py:534: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3595.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
INFO:Train: [8: 1100/1125]  train_loss=0.5884  val_loss=4.36
INFO:Train: [8: 1125/1125]  train_loss=0.7772  val_loss=3.998
INFO:Train: [8: 1125/1125]  train_loss=6.821  val_loss=3.998
INFO:Train: [9: 25/1125]  train_loss=37.71  val_loss=129.3
INFO:Train: [9: 50/1125]  train_loss=0.7176  val_loss=2.859
INFO:Train: [9: 75/1125]  train_loss=0.8334  val_loss=3.376
INFO:Train: [9: 100/1125]  train_loss=1.077  val_loss=9.662
INFO:Train: [9: 125/1125]  train_loss=0.8678  val_loss=3.625
INFO:Train: [9: 150/1125]  train_loss=1.149  val_loss=13.39
INFO:Train: [9: 175/1125]  train_loss=0.8715  val_loss=21.63
INFO:Train: [9: 200/1125]  train_loss=0.7754  val_loss=2.656
INFO:Train: [9: 225/1125]  train_loss=0.6955  val_loss=9.49
INFO:Train: [9: 250/1125]  train_loss=0.802  val_loss=14.33
INFO:Train: [9: 275/1125]  train_loss=1.708  val_loss=2.488
INFO:Train: [9: 300/1125]  train_loss=0.6933  val_loss=3.865
INFO:Train: [9: 325/1125]  train_loss=0.8103  val_loss=2.493
INFO:Train: [9: 350/1125]  train_loss=0.7092  val_loss=11.77
INFO:Train: [9: 375/1125]  train_loss=4.482  val_loss=4.796
INFO:Train: [9: 400/1125]  train_loss=0.5989  val_loss=11.28
INFO:Train: [9: 425/1125]  train_loss=0.5598  val_loss=15.49
INFO:Train: [9: 450/1125]  train_loss=0.5672  val_loss=8.006
INFO:Train: [9: 475/1125]  train_loss=0.6064  val_loss=38.9
INFO:Train: [9: 500/1125]  train_loss=0.7651  val_loss=3.531
INFO:Train: [9: 525/1125]  train_loss=0.8172  val_loss=3.365
INFO:Train: [9: 550/1125]  train_loss=1.212  val_loss=0.765
INFO:Train: [9: 575/1125]  train_loss=0.5577  val_loss=11.52
INFO:Train: [9: 600/1125]  train_loss=0.6211  val_loss=12.41
INFO:Train: [9: 625/1125]  train_loss=0.5249  val_loss=1.416
INFO:Train: [9: 650/1125]  train_loss=0.5289  val_loss=55.74
INFO:Train: [9: 675/1125]  train_loss=0.6243  val_loss=20.61
INFO:Train: [9: 700/1125]  train_loss=0.7556  val_loss=406.1
INFO:Train: [9: 725/1125]  train_loss=0.5848  val_loss=38.57
INFO:Train: [9: 750/1125]  train_loss=0.5729  val_loss=11.42
INFO:Train: [9: 775/1125]  train_loss=0.5647  val_loss=48.18
INFO:Train: [9: 800/1125]  train_loss=0.5667  val_loss=27.62
INFO:Train: [9: 825/1125]  train_loss=0.5688  val_loss=4.411
INFO:Train: [9: 850/1125]  train_loss=1.41  val_loss=16.99
INFO:Train: [9: 875/1125]  train_loss=0.5555  val_loss=2.787
INFO:Train: [9: 900/1125]  train_loss=0.6168  val_loss=32.01
INFO:Train: [9: 925/1125]  train_loss=28.86  val_loss=26.52
INFO:Train: [9: 950/1125]  train_loss=0.613  val_loss=27.3
INFO:Train: [9: 975/1125]  train_loss=0.611  val_loss=11.75
INFO:Train: [9: 1000/1125]  train_loss=0.6125  val_loss=1.296
INFO:Train: [9: 1025/1125]  train_loss=0.6456  val_loss=0.7817
INFO:Train: [9: 1050/1125]  train_loss=0.6279  val_loss=0.9427
INFO:Train: [9: 1075/1125]  train_loss=0.6106  val_loss=1.297
INFO:Train: [9: 1100/1125]  train_loss=0.5598  val_loss=1.171
INFO:Train: [9: 1125/1125]  train_loss=0.5938  val_loss=1.095
INFO:Train: [9: 1125/1125]  train_loss=1.417e+04  val_loss=1.095
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_BestEllipse_9epochs.pth
INFO:Train: [10: 25/1125]  train_loss=0.5941  val_loss=1.245
INFO:Train: [10: 50/1125]  train_loss=0.5165  val_loss=4.771
INFO:Train: [10: 75/1125]  train_loss=1.753  val_loss=11.5
INFO:Train: [10: 100/1125]  train_loss=0.6231  val_loss=10.31
INFO:Train: [10: 125/1125]  train_loss=0.6604  val_loss=4.462
INFO:Train: [10: 150/1125]  train_loss=0.5854  val_loss=9.278
INFO:Train: [10: 175/1125]  train_loss=0.7073  val_loss=5.838
INFO:Train: [10: 200/1125]  train_loss=0.6318  val_loss=7.655
INFO:Train: [10: 225/1125]  train_loss=1.182  val_loss=4.363
INFO:Train: [10: 250/1125]  train_loss=0.7586  val_loss=4.922
INFO:Train: [10: 275/1125]  train_loss=42.41  val_loss=42.95
INFO:Train: [10: 300/1125]  train_loss=0.5291  val_loss=21.58
INFO:Train: [10: 325/1125]  train_loss=0.6488  val_loss=14.53
INFO:Train: [10: 350/1125]  train_loss=1.07  val_loss=13.85
INFO:Train: [10: 375/1125]  train_loss=33  val_loss=34.06
INFO:Train: [10: 400/1125]  train_loss=57.49  val_loss=2.219
INFO:Train: [10: 425/1125]  train_loss=0.8656  val_loss=3.99
INFO:Train: [10: 450/1125]  train_loss=0.9128  val_loss=1.533
INFO:Train: [10: 475/1125]  train_loss=0.8745  val_loss=2.022
INFO:Train: [10: 500/1125]  train_loss=3.789  val_loss=2.304
INFO:Train: [10: 525/1125]  train_loss=0.5704  val_loss=14.33
INFO:Train: [10: 550/1125]  train_loss=0.5888  val_loss=34.98
INFO:Train: [10: 575/1125]  train_loss=5.035  val_loss=15.87
INFO:Train: [10: 600/1125]  train_loss=0.5826  val_loss=50.52
INFO:Train: [10: 625/1125]  train_loss=0.5733  val_loss=84.16
INFO:Train: [10: 650/1125]  train_loss=1.389  val_loss=10.84
INFO:Train: [10: 675/1125]  train_loss=0.6021  val_loss=1.317
INFO:Train: [10: 700/1125]  train_loss=0.5852  val_loss=1.185
INFO:Train: [10: 725/1125]  train_loss=0.6606  val_loss=2.894
INFO:Train: [10: 750/1125]  train_loss=0.6235  val_loss=1.243
INFO:Train: [10: 775/1125]  train_loss=0.5322  val_loss=1.385
INFO:Train: [10: 800/1125]  train_loss=0.5994  val_loss=1.195
INFO:Train: [10: 825/1125]  train_loss=0.5533  val_loss=1.26
INFO:Train: [10: 850/1125]  train_loss=0.5636  val_loss=1.098
INFO:Train: [10: 875/1125]  train_loss=0.7329  val_loss=1.431
INFO:Train: [10: 900/1125]  train_loss=0.5684  val_loss=1.114
INFO:Train: [10: 925/1125]  train_loss=0.5886  val_loss=8.276
INFO:Train: [10: 950/1125]  train_loss=0.5757  val_loss=14.43
INFO:Train: [10: 975/1125]  train_loss=2.111  val_loss=25.19
INFO:Train: [10: 1000/1125]  train_loss=0.5241  val_loss=4.748
INFO:Train: [10: 1025/1125]  train_loss=0.5016  val_loss=15.04
INFO:Train: [10: 1050/1125]  train_loss=0.6007  val_loss=5.817
INFO:Train: [10: 1075/1125]  train_loss=0.5262  val_loss=21.97
INFO:Train: [10: 1100/1125]  train_loss=0.8804  val_loss=1.653
INFO:Train: [10: 1125/1125]  train_loss=0.5947  val_loss=25.77
INFO:Train: [10: 1125/1125]  train_loss=11.44  val_loss=25.77
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_BestEllipse_10epochs.pth

real	738m13.549s
user	7297m51.945s
sys	8m2.852s
